How do these get in met file?
1819-03-31 20:00:00,120.0,20.32,0.0,19.93,0.619,0.155,0.01,-18.16,37.87,18.18,2.537,143.3,17.04,3.548,12.67,18.61,99.2
1890-04-06 06:00:00,120.0,9.91,0.0,16.53,0.591,-15.37,0.106,-78.1,37.62,18.33,1.965,318.7,4.216,26.34,12.8,9.04,83.5
