110,2009,307,1430,0.017,0.13687,-0.01282,6.203,23.467,-99999,0.01033,0.14228,0.04201,0.00408,0.06197,0,0.02147,-0.01054,1.2447,5.2007,-99999,-0.05281,-0.00025,0.03377,-99999,7e-05,-0.01216,99999,0.01345,99999,0.15467,0.02871,12.638,6.9033,23.501,23.501,12061,493.98,4.9488,0,0
110,2009,307,1500,0.02251,0.06273,-0.02868,6.1668,23.584,-99999,0.00524,0.00416,0.01474,0.00051,0.10951,0,0.00037,-0.00237,3.9769,4.3776,-99999,0.00094,-2e-05,0.00119,99999,0.00059,-0.00837,99999,-0.00647,-99999,0.04893,0.00287,12.638,6.1788,23.467,-99999.0,14398,476.77,10.635,0,0
